# name: AS Org
# date: 201010
# program start time: 2014-07-20 02:55:23
# file creation time: 2014-07-20 02:55:24
# exe:build-as_org2info.pl
#    argument: -w /project/as2org/families.txt
#    argument: -D 201010
#    argument: /data/external/whois-database-dumps/201010/20101001.delegated-afrinic.txt.gz/data/external/whois-database-dumps/201010/20101001.delegated-apnic.txt.gz/data/external/whois-database-dumps/201010/20101001.delegated-arin.txt.gz/data/external/whois-database-dumps/201010/20101001.delegated-lacnic.txt.gz/data/external/whois-database-dumps/201010/20101001.delegated-iana.txt.gz
# format:org_id|changed|org_name|country|source
@aut-55563-APNIC|20100702|Dr.Reddy's Laboratories Ltd.,|IN|APNIC
@aut-55564-APNIC|20100705|Jetlan|AU|APNIC
@aut-55565-APNIC|20100705|4F Standard Chartered Bldg|PH|APNIC
@aut-55566-APNIC|20100705|Post Bag 4, Ganeshkhind Road|IN|APNIC
@aut-55567-APNIC|20100705|Suite 2, Level 9|AU|APNIC
@aut-55568-APNIC|20100706|Mahanagar Telephone Nigam Ltd.|IN|APNIC
@aut-55569-APNIC|20100707|Criteo Corp|AP|APNIC
@aut-5557-RIPE|20091028|Service Direct (UK) Plc||RIPE
@aut-55570-APNIC|20100708|8th Floor, DLF Cybercity,|IN|APNIC
@aut-55571-APNIC|20100708|No. 43000,|MY|APNIC
@aut-55572-APNIC|20100712|1st Floor, Tower - B , Unitech Cyberpark,|IN|APNIC
@aut-55573-APNIC|20100712|Shop 8-14 Middleton Street|AU|APNIC
@aut-55574-APNIC|20100712|# 9 Seshardi Road|IN|APNIC
@aut-55575-APNIC|20100712|MaxoTel AS. VoIP Provider in AU.|AU|APNIC
@aut-55576-APNIC|20100712|Gamania Digital Entertainment Co., Ltd.|TW|APNIC
@aut-55577-APNIC|20100713|Beam Telecom Pvt Ltd|IN|APNIC
@aut-55578-APNIC|20100715|Tower 2, #95/1 & 95/2,|IN|APNIC
@aut-55579-APNIC|20100716|Computer Services Ltd|WS|APNIC
@aut-5558-RIPE|20100927|PAUK network||RIPE
@aut-55580-APNIC|20100716|Moreton Bay Regional Council - Pine Rivers Office|AU|APNIC
@aut-55581-APNIC|20100716|PO Box 3222|AU|APNIC
@aut-55582-APNIC|20100716|Telcotech Local AS|KH|APNIC
@aut-55583-APNIC|20100721|Mytel Voice & Data Pty Ltd|AU|APNIC
@aut-55584-APNIC|20100913|INHA Technical College|KR|APNIC
@aut-55585-APNIC|20100913|LIG Investment & Securities Co.,Ltd.|KR|APNIC
@aut-5559-RIPE|20020721|Saltmine Creative||RIPE
@aut-5560-RIPE|20091002|MTN International Carrier Services S.A.M.||RIPE
@aut-5563-RIPE|20100726|JSV "Ural WES"||RIPE
@aut-55634-APNIC|20100721|CSLOXINFO Project for Kasikorn Asset Management Co.,Ltd.|TH|APNIC
@aut-55635-APNIC|20100915|ServeNet Solution Limited Partnership|TH|APNIC
@aut-55636-APNIC|20100722|#20 Street 217|KH|APNIC
@aut-55637-APNIC|20100722|Hostin Services Private Limited|IN|APNIC
@aut-55638-APNIC|20100723|ANYCAST AS|AU|APNIC
@aut-55639-APNIC|20100726|Asia Web Service Ltd|HK|APNIC
@aut-55641-APNIC|20100728|Shenzhen Pencent Communication Technology Co.,ltd.|CN|APNIC
@aut-55642-APNIC|20100729|CSLOXINFO AND True Internet for Horizon Mobile Communications Co., Ltd.|TH|APNIC
@aut-55643-APNIC|20100730|Unit 701A, 7/F Sunbeam Centre|HK|APNIC
@aut-55644-APNIC|20100730|Corporate Office, 5th Floor, "Windor " Off CST Raod|IN|APNIC
@aut-55645-APNIC|20100730|A-16 Sector 63 Noida, UP|IN|APNIC
@aut-55646-APNIC|20100731|6 Sukhumvit 49/9, Sukhumvit Rd, Klongton Nua, Wattana, Bangkok 10110|TH|APNIC
@aut-55647-APNIC|20100802|2204B, 22F PBCOM Tower 6795 Ayala|PH|APNIC
@aut-55648-APNIC|20100802|39F One International Finance Center|HK|APNIC
@aut-55649-APNIC|20100803|Flat C, 16/F, Skyline Tower,|HK|APNIC
@aut-5565-RIPE|20060504|SATRAX-NET Ltd. Internet provider network||RIPE
@aut-55650-APNIC|20100803|Capital IQ Information Systems|PH|APNIC
@aut-55651-APNIC|20100803|DesuraNET Pty Limited|AU|APNIC
@aut-55652-APNIC|20100907|Sumidhaz Permata Bunda, PT|ID|APNIC
@aut-55653-APNIC|20100923|Skyline Semesta, PT|ID|APNIC
@aut-5566-RIPE|19971119|COSMOS||RIPE
@aut-5567-RIPE|20091015|Tomsk Polytechnic University||RIPE
@aut-5568-RIPE|20100601|RBNet||RIPE
@aut-5569-RIPE|20010118|Posten AB, IT||RIPE
@aut-5570-RIPE|20040723|UK Network Services||RIPE
@aut-55702-APNIC|20100804|Eastern Institute of Technology|NZ|APNIC
@aut-55703-APNIC|20100805|Vistagate International Limited|NZ|APNIC
@aut-55704-APNIC|20100806|WIDEOUT Technology Services, Inc.|PH|APNIC
@aut-55705-APNIC|20100806|I World Tower, DLF CITY|IN|APNIC
@aut-55706-APNIC|20100809|G1 Enterprise 1 Technology Park Malaysia|MY|APNIC
@aut-55707-APNIC|20100809|Simtronic Technologies Pty Ltd|AU|APNIC
@aut-55708-APNIC|20100810|House# 2, Road# 7, Sector# 3|BD|APNIC
@aut-55709-APNIC|20100810|Block 7, 1st Floor, DLF - IT- SEZ|IN|APNIC
@aut-5571-RIPE|20031015|Netcom Internet Ltd||RIPE
@aut-55710-APNIC|20100810|201-A, JALAN TUN RAZAK|MY|APNIC
@aut-55711-APNIC|20100812|Brainpulse Technologies Pvt. Ltd.|IN|APNIC
@aut-55712-APNIC|20100812|Block 9A, 1st Floor, DLF - SEZ|IN|APNIC
@aut-55713-APNIC|20100812|Dishnet Wireless Limited|IN|APNIC
@aut-55714-APNIC|20100812|Fiberlink Pvt.Ltd|PK|APNIC
@aut-55715-APNIC|20100813|113 Bank Street|NZ|APNIC
@aut-55716-APNIC|20100813|Censorship Compliance Unit, Department of Internal Affairs|NZ|APNIC
@aut-55717-APNIC|20100816|70, KLJ Complex,|IN|APNIC
@aut-55718-APNIC|20100816|25/74 Moo 6|TH|APNIC
@aut-55719-APNIC|20100817|Reserve Bank of New Zealand|NZ|APNIC
@aut-55720-APNIC|20100816|THEGIGABIT.com - Dedicated Server & Server Co-Location|MY|APNIC
@aut-55721-APNIC|20100818|300 Hagey Blvd.|AP|APNIC
@aut-55722-APNIC|20100818|Cenpac Net Inc|NR|APNIC
@aut-55723-APNIC|20100818|Digicel Nauru|NR|APNIC
@aut-55724-APNIC|20100819|BRUHAAS|MY|APNIC
@aut-55725-APNIC|20100819|NOC.HK|HK|APNIC
@aut-55726-APNIC|20100819|Nepal Doorsanchar Company Limited|NP|APNIC
@aut-55727-APNIC|20100819|2027 Briarchester Dr.|SG|APNIC
@aut-55728-APNIC|20100820|2nd Flore Tower C Corporate Block|IN|APNIC
@aut-55729-APNIC|20100823|Pacific Technology Solutions Ltd|NZ|APNIC
@aut-5573-RIPE|20080822|KRASNET Regional Telecommunications Network||RIPE
@aut-55730-APNIC|20100823|Sunwest Construction & Devt. Corporation|PH|APNIC
@aut-55731-APNIC|20100823|Level 2, 55 Pyrmont Bridge Road|AU|APNIC
@aut-55732-APNIC|20100824|RANA Technologies,Kabul|AF|APNIC
@aut-55733-APNIC|20100724|12/1 Salimullah Road|BD|APNIC
@aut-55734-APNIC|20100824|001 IT Complex|IN|APNIC
@aut-55735-APNIC|20100824|Australian Technology Partnerships Pty Ltd|AU|APNIC
@aut-55736-APNIC|20100825|Webvisions Australia|AU|APNIC
@aut-55737-APNIC|20100826|QMax Communications Pte Ltd|SG|APNIC
@aut-55738-APNIC|20100830|111 Moo 9 Klong Luang Pathumthani 12120|TH|APNIC
@aut-55739-APNIC|20100830|China Internet Network Acceleration Center - Beijing Sub-Center|CN|APNIC
@aut-55740-APNIC|20100831|TATA TELESERVICES LTD - TATA INDICOM - CDMA DIVISION|IN|APNIC
@aut-55741-APNIC|20100831|Webel Bhavan, Block-EP&GP,Sector-V,Salt Lake,|IN|APNIC
@aut-55742-APNIC|20100831|Seccom Global Pty Ltd|AU|APNIC
@aut-55743-APNIC|20100831|15F The Center 989 Changle Road|CN|APNIC
@aut-55745-APNIC|20100830|Neda Telecommunications|AF|APNIC
@aut-55746-APNIC|20100901|Western Institute of Technology at Taranaki,|NZ|APNIC
@aut-55747-APNIC|20100901|Southern Institute of Technology,|NZ|APNIC
@aut-55748-APNIC|20100902|7-11-9 Nishi-Shinjuku|JP|APNIC
@aut-55749-APNIC|20100927|Global SMS Networks Pvt Ltd.|IN|APNIC
@aut-5575-RIPE|20040219|TM-POP-FI||RIPE
@aut-55750-APNIC|20100907|ABC Computer Systems Ltd|HK|APNIC
@aut-55751-APNIC|20100906|Unit 503 Philcom Bldg. Pase de Roxas|PH|APNIC
@aut-55752-APNIC|20100907|Cloud Plus Pty Ltd|AU|APNIC
@aut-55753-APNIC|20100907|Planet ISP Pty Ltd|AU|APNIC
@aut-55754-APNIC|20100909|Ultima Computer Systems|AU|APNIC
@aut-55755-APNIC|20100909|Voxel Dot Net Ptd Ltd|SG|APNIC
@aut-55756-APNIC|20100910|TATA Communications Internet Services Ltd|IN|APNIC
@aut-55757-APNIC|20100910|Synechron Inc.|IN|APNIC
@aut-55758-APNIC|20100913|Prashanthi Nilayam Padmarao Nagar|IN|APNIC
@aut-55759-APNIC|20100914|195 Lambton Quay|NZ|APNIC
@aut-55760-APNIC|20100915|New International School of Thailand, which is one international school in Thailand|TH|APNIC
@aut-55761-APNIC|20100915|C-2-7 Block C M-Avenue|MY|APNIC
@aut-55762-APNIC|20100915|Internet Communication AP Pty. Ltd.|AU|APNIC
@aut-55763-APNIC|20100915|H.B. COMPLEX JAWALAKHEL LALITPUR|NP|APNIC
@aut-55764-APNIC|20100915|HGSL House, No.614,|IN|APNIC
@aut-55765-APNIC|20100916|Oxygen Networks|AU|APNIC
@aut-55766-APNIC|20100916|Network Services Provider|AU|APNIC
@aut-55767-APNIC|20100915|Jalalabad University|AF|APNIC
@aut-55768-APNIC|20100916|FESA House|AU|APNIC
@aut-55770-APNIC|20100920|Cotendo, Inc.|AP|APNIC
@aut-55771-APNIC|20100917|The Revenue Department of Thailand.|TH|APNIC
@aut-55772-APNIC|20100917|IE3 Communications|AU|APNIC
@aut-55773-APNIC|20100917|87 Mckoy Street|AU|APNIC
@aut-55774-APNIC|20100917|NSW State Emergency Service|AU|APNIC
@aut-55775-APNIC|20100917|Hornsby Shire Council|AU|APNIC
@aut-55776-APNIC|20100920|Southern Cross University|AU|APNIC
@aut-55777-APNIC|20100921|1-50-4 Hatsudai|JP|APNIC
@aut-55778-APNIC|20100920|International Trade Centre|HK|APNIC
@aut-55779-APNIC|20100920|IL & FS Financial Center, Bandra|IN|APNIC
@aut-5578-RIPE|20090622|GTS Nextra a.s.||RIPE
@aut-55780-APNIC|20100920|Sundaram Tower|IN|APNIC
@aut-55781-APNIC|20100921|Fujitsu Asia Pte. Ltd.|SG|APNIC
@aut-55782-APNIC|20100921|Esquire Center|IN|APNIC
@aut-55783-APNIC|20100921|Ground Floor TBS Bldg Corrales Avenue|PH|APNIC
@aut-55784-APNIC|20100923|Mazar e Sharif University|AF|APNIC
@aut-55785-APNIC|20100923|Maxum Data Ltd|NZ|APNIC
@aut-55786-APNIC|20100924|1065-A Zhaojiabang Road|CN|APNIC
@aut-55787-APNIC|20100924|3/F., Stelux House,|HK|APNIC
@aut-55788-APNIC|20100924|BPAY_PTY_LTD|AU|APNIC
@aut-55789-APNIC|20100927|No.20, Nanjingcuo Sikou Township|CN|APNIC
@aut-5579-RIPE|20040711|Debitel Network Services GmbH||RIPE
@aut-55790-APNIC|20100927|408/81 19 th Fl.,Phaholyotin Place Building|TH|APNIC
@aut-55792-APNIC|20100929|Datec-PNG|PG|APNIC
@aut-55793-APNIC|20100930|Ministry of Civil Defence|NZ|APNIC
@aut-55794-APNIC|20100930|PT Lynx Mitra Asia|ID|APNIC
@aut-5581-RIPE|19960304|EHIS-AS||RIPE
@aut-5582-RIPE|20020111|MICROSOFT NETWORK IN FRANCE||RIPE
@aut-5583-RIPE|20090113|Orange Business Services (formerly Equant) AS for BENELUX||RIPE
@aut-5584-RIPE|19960318|Computer centre||RIPE
@aut-5585-RIPE|20070102|IIX||RIPE
@aut-5586-RIPE|20031121|MCI International (Europe and North Africa)||RIPE
@aut-5587-RIPE|20100726|Legend Communications plc.||RIPE
@aut-5588-RIPE|20090923|GTS Central Europe / Antel Germany||RIPE
@aut-559-RIPE|20100809|SWITCH, Swiss Education and Research Network||RIPE
@aut-5591-RIPE|20091002|Mari El Net||RIPE
@aut-5592-RIPE|20040410|ConCom Ltd (Kharkov, Ukraine)||RIPE
@aut-5595-RIPE|20011128|Netway AG||RIPE
@aut-5596-RIPE|20010222|WESTEL Mobile Telecommunication Company||RIPE
@aut-5597-RIPE|20040119|Business Serve plc||RIPE
@aut-5598-RIPE|20090821|OOO TRK Nadezhda||RIPE
@aut-5600-RIPE|20041216|Total Connectivity Providers Ltd||RIPE
@aut-5601-RIPE|19960429|Center for Parallel Computers||RIPE
@aut-5602-RIPE|20050125|KPNQwest Italia S.p.a||RIPE
@aut-5603-RIPE|20100924|Telekom Slovenije d.d.||RIPE
@aut-5604-RIPE|20070917|PIPEX Communications (Freedom2surf)||RIPE
@aut-5606-RIPE|20090903|GTS Telecom SRL||RIPE
@aut-5607-RIPE|20090501|BSkyB Broadband||RIPE
@aut-5608-RIPE|20011023|ForthView.Net||RIPE
@aut-5609-RIPE|20080211|CSELT S.p.A. is a Research Center for the study, research,||RIPE
@aut-5610-RIPE|20050715|Telefónica O2 Czech Republic||RIPE
@aut-5611-RIPE|20040118|Mistral UK IPv6 network||RIPE
@aut-5612-RIPE|20050316|Handelsweg8.nl||RIPE
@aut-5614-RIPE|20000301|UUNET PIPEX UK MSN and DIAL AS||RIPE
@aut-5615-RIPE|20081229|Telfort B.V.||RIPE
@aut-5616-RIPE|20090407|MediaTel S.A.||RIPE
@aut-5617-RIPE|20100414|Polish Telecom's commercial IP network||RIPE
@aut-5619-RIPE|20070316|ErgoGroup AS||RIPE
@aut-5621-RIPE|20080226|Verizon Business||RIPE
@aut-5622-RIPE|20030718|Thomson Corporation Switzerland AG||RIPE
@aut-5623-RIPE|20090206|ATT-EMEA Autonomous System||RIPE
@aut-5624-RIPE|19990621|CSC Computer Management and CSC Denmark||RIPE
@aut-5626-RIPE|20060620|ONITELECOM - Infocomunicacoes S.A.||RIPE
@aut-5627-RIPE|20010711|WWL Internet GmbH Stuttgart||RIPE
@aut-5628-RIPE|20020916|EuroTel Bratislava, Ltd.||RIPE
@aut-5630-RIPE|20060407|Atos Worldline Processing||RIPE
@aut-5631-RIPE|20061127|VITAL-GROUP UK Network||RIPE
@aut-5633-LACNIC|19950718|Internet Online S.A. de C.V.|MX|LACNIC
@aut-5639-LACNIC|20091015|Telecommunication Services of Trinidad and Tobago|TT|LACNIC
@aut-5645-RIPE|20100708|TekSavvy Solutions Inc. Toronto||RIPE
@aut-5648-LACNIC|19950723|Satlink S.A.|AR|LACNIC
@aut-565-RIPE|20020919|Technical Research Centre of Finland||RIPE
@aut-5669-RIPE|20070608|PSINet Europe / VIA NET.WORKS international AS||RIPE
@aut-5692-LACNIC|20090528|Universidad Nacional de La Plata|AR|LACNIC
@aut-5708-LACNIC|19950906|Universidad Autonoma de Guerrero|MX|LACNIC
@aut-5709-APNIC|20041221|Kiwifruit Marketing Board|NZ|APNIC
@aut-5722-LACNIC|19950906|Universidad Nacional de Colombia|CO|LACNIC
@aut-5745-LACNIC|19950920|Organizacion Panamericana de la Salud|AR|LACNIC
@aut-5772-LACNIC|19951012|Unisys Brasil Ltda.|BR|LACNIC
@aut-590-RIPE|20020919|EASInet Operations Center||RIPE
@aut-593-RIPE|20020821|Easinet Air Base||RIPE
@aut-6-RIPE|20080516|for further information please visit http://www.bull.com||RIPE
@aut-6057-LACNIC|19951026|Administracion Nacional de Telecomunicaciones|UY|LACNIC
@aut-6063-LACNIC|19990512|Internet Corporativo, S.A. de C.V.|MX|LACNIC
@aut-6065-LACNIC|20090618|Terra Networks Mexico, S.A. de C.V.|MX|LACNIC
@aut-6067-RIPE|20100224|Onyx Internet||RIPE
@aut-6068-APNIC|20061113|LG CNS|KR|APNIC
@aut-6072-RIPE|20090922|For routing issues, email hostmaster@unisys.com||RIPE
@aut-6084-LACNIC|19990512|Internet Corporativo, S.A. de C.V.|MX|LACNIC
@aut-6085-RIPE|20020821|SITA Network Operations Center||RIPE
@aut-609-RIPE|20090731|Ernst & Young LLP||RIPE
@aut-6121-LACNIC|19951117|Argentine Ministry of Justice|AR|LACNIC
@aut-6125-LACNIC|19951122|RNP / Centro Regional do Distrito Federal|BR|LACNIC
@aut-613-RIPE|20080930|BP Internet UK||RIPE
@aut-6133-LACNIC|19951122|Red Nacional de Guatemala, MAYANet|GT|LACNIC
@aut-6135-LACNIC|20090618|Terra Networks Mexico, S.A. de C.V.|MX|LACNIC
@aut-6147-LACNIC|20010504|Telefonica del Peru S.A.A.|PE|LACNIC
@aut-6163-APNIC|20041221|Mosaic Communications Inc.|PH|APNIC
@aut-6168-RIPE|20020821|Emirates Airline||RIPE
@aut-6180-AFRINIC|20050221|NIS-CT||AFRINIC
@aut-6187-AFRINIC|20050221|SPRINT-ZA||AFRINIC
@aut-6193-LACNIC|19951227|Corporacion La Prensa S.A.|PA|LACNIC
@aut-6240-LACNIC|19960125|Chilenet Ltda.|CL|LACNIC
@aut-6262-APNIC|20041221|Commonwealth Scientific and Industrial|AU|APNIC
@aut-6306-LACNIC|20030627|Telcel, C.A|VE|LACNIC
@aut-6320-RIPE|20100415|Fused Networks Ltd, UK||RIPE
@aut-6332-LACNIC|20050908|Telefonos del Noroeste, S.A. de C.V.|MX|LACNIC
@aut-6342-LACNIC|20100516|Instituto Tecnológico y de Estudios Superiores de Monterrey|MX|LACNIC
@aut-6400-LACNIC|20021127|Compañía Dominicana de Teléfonos, C. por A. - CODETEL|DO|LACNIC
@aut-6412-RIPE|20070703|KEMS||RIPE
@aut-6429-LACNIC|20010419|Telmex Chile Internet S.A.|CL|LACNIC
@aut-6432-RIPE|20070221|Dummy object for doubleclick||RIPE
@aut-6453-RIPE|20090625|TATA Communications||RIPE
@aut-6456-RIPE|20081209|Altopia AS 6456||RIPE
@aut-6458-LACNIC|20060531|Telgua|GT|LACNIC
@aut-6461-RIPE|20050511|MFN - Metromedia Fiber Network||RIPE
@aut-6468-RIPE|20091127|EasyLink||RIPE
@aut-6471-LACNIC|20010508|ENTEL CHILE S.A.|CL|LACNIC
@aut-6484-RIPE|20091102|Easylink||RIPE
@aut-6487-LACNIC|20030104|CyberNet de Guatemala S.A.|GT|LACNIC
@aut-6495-LACNIC|19960506|Banco Internacional S.N.|MX|LACNIC
@aut-6503-LACNIC|20091208|Axtel, S.A.B. de C.V.|MX|LACNIC
@aut-6505-LACNIC|19960509|Global One Communicaoes Ltda|BR|LACNIC
@aut-6529-AFRINIC|20050221|PLAN-B||AFRINIC
@aut-6535-LACNIC|20000301|Telmex Servicios Empresariales S.A.|CL|LACNIC
@aut-6543-LACNIC|19960523|AlterCom S/C Ltda.|BR|LACNIC
@aut-6545-LACNIC|19960828|TRUEVISION CORPORACION C.A|VE|LACNIC
@aut-6560-AFRINIC|20050221|GEM||AFRINIC
@aut-6568-LACNIC|20050706|Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB|BO|LACNIC
@aut-6590-LACNIC|19960603|Supernet S.A. de C.V.|MX|LACNIC
@aut-6619-APNIC|20080903|Samsung Networks Inc.|KR|APNIC
@aut-6648-APNIC|20080917|Bayan Telecommunications, Inc.|PH|APNIC
@aut-6656-RIPE|20090928|Star Technology Services Limited||RIPE
@aut-6657-RIPE|20030625|orgatech Ulrich Tiemann GmbH||RIPE
@aut-6658-RIPE|19980512|NAPRI s.r.o.||RIPE
@aut-6659-RIPE|20040313|Robert Kiessling||RIPE
@aut-6660-RIPE|20100827|Cable and Wireless Worldwide plc||RIPE
@aut-6661-RIPE|20100812|Entreprise des P. et T. Luxembourg||RIPE
@aut-6662-RIPE|20041230|Krastelecomservice, Ltd.||RIPE
@aut-6663-RIPE|20090324|Euroweb Romania SA||RIPE
@aut-6664-RIPE|20070213|TELECOM ITALIA||RIPE
@aut-6665-RIPE|20040714|Shiny Srl||RIPE
@aut-6666-RIPE|20090514|Winfried Haug||RIPE
@aut-6667-RIPE|20100726|ELISA Oyj / EUnet Finland Backbone AS / Saunalahti Group||RIPE
@aut-6673-RIPE|20080924|Incoma Ltd.||RIPE
@aut-6675-RIPE|20071204|Colt Telecommunication France||RIPE
@aut-6676-RIPE|20040609|Network-i Limited||RIPE
@aut-6678-RIPE|20080623|NUMERICABLE is a cable operator,||RIPE
@aut-6686-RIPE|20030924|AT&T Global Network Services||RIPE
@aut-6688-RIPE|20030924|AT&T Global Network Services||RIPE
@aut-669-RIPE|20030310|INRIA||RIPE
@aut-6691-RIPE|20041029|BNL (Banca Nazionale del Lavoro) Italian Network||RIPE
@aut-6692-RIPE|19960628|RACAL Network Services||RIPE
@aut-6694-RIPE|20090320|Russian Trading System||RIPE
@aut-6695-RIPE|20100918|DE-CIX, the German Internet Exchange||RIPE
@aut-6698-RIPE|19960620|Mediterranean Network||RIPE
@aut-6701-RIPE|20100602|ETF-BGD||RIPE
@aut-6705-RIPE|20030918|access:Seven / profi.net IP Network||RIPE
@aut-6706-RIPE|20100416|Volny a.s.||RIPE
@aut-6709-RIPE|20090204|DataGuard AS, Norway||RIPE
@aut-6710-RIPE|20100507|EUMETSAT||RIPE
@aut-6711-RIPE|19960715|Szeged University Association and||RIPE
@aut-6714-RIPE|20070427|ATOM SA||RIPE
@aut-6717-RIPE|20051215|Internet Central Limited||RIPE
@aut-6720-RIPE|20100819|Magistrat der Stadt Wien||RIPE
@aut-6721-RIPE|20060131|Nextra Czech Republic s.r.o.||RIPE
@aut-6722-RIPE|20090220|Synergon Information Systems Ltd.||RIPE
@aut-6724-RIPE|20100913|STRATO AG||RIPE
@aut-6726-RIPE|20090729|GTS Slovakia a.s.||RIPE
@aut-6727-RIPE|20030506|Easynet France||RIPE
@aut-6728-RIPE|20071030|PIPEX Communications (Nildram)||RIPE
@aut-6729-RIPE|20021120|ISDnet, formerly NETSAT||RIPE
@aut-6730-RIPE|20100907|sunrise (TDC Switzerland AG)||RIPE
@aut-6731-RIPE|20100920|COMSTAR Telecommunications||RIPE
@aut-6732-RIPE|20070807|cyberlink.ch||RIPE
@aut-6733-RIPE|20060113|Deutsches Institut fuer medizinische Dokumentation||RIPE
@aut-6734-RIPE|20090526|Spin s.r.l.||RIPE
@aut-6735-RIPE|20100430|sdt.net AG||RIPE
@aut-6736-RIPE|20100925|IRANET/IPM||RIPE
@aut-6737-RIPE|20040326|Metaware S.p.A.||RIPE
@aut-6739-RIPE|20070531|Cableuropa - ONO||RIPE
@aut-6741-RIPE|20040216|MSPOF Consulting Autonomous System||RIPE
@aut-6742-RIPE|20090722|AT&T EMEA||RIPE
@aut-6745-RIPE|20080319|Quza, UK||RIPE
@aut-6746-RIPE|20090403|UPC Romania Srl, Romania||RIPE
@aut-6747-RIPE|20080214|Lattelekom||RIPE
@aut-6748-RIPE|20090720|ATT WN-MIS Europe||RIPE
@aut-6749-RIPE|20011016|Demon Internet||RIPE
@aut-6751-RIPE|20040402|Arcor Online GmbH||RIPE
@aut-6752-RIPE|20090914|Andorra Telecom Autonomous System||RIPE
@aut-6755-RIPE|20070626|ASN - TURNET||RIPE
@aut-6757-RIPE|20060518|Cable & Wireless UK||RIPE
@aut-6759-RIPE|20040615|Future Electronics||RIPE
@aut-676-LACNIC|20000530|United Nations Development Programme|AR|LACNIC
@aut-6760-RIPE|20100309|Itelsi Tigullio Srl||RIPE
@aut-6762-RIPE|20100921|Telecom Italia Sparkle||RIPE
@aut-6764-RIPE|20060218|Perftech d.o.o.||RIPE
@aut-6765-RIPE|20040831|Internet Network Services||RIPE
@aut-6766-RIPE|20040427|Tampere City autonomous system||RIPE
@aut-6767-RIPE|20081118|Rostov-on-Don CTS/ICOMM Node||RIPE
@aut-6770-RIPE|20090724|Aexiomus Limited||RIPE
@aut-6771-RIPE|20041020|BELGACOM FRANCE||RIPE
@aut-6772-RIPE|20100916|ImproWare Network Services||RIPE
@aut-6773-RIPE|19970902|SIBS - Sociedade Interbancaria de Servicos, S.A.||RIPE
@aut-6775-RIPE|20080827|Andreas Fink||RIPE
@aut-6776-RIPE|20021031|TheNet - Internet Services AG||RIPE
@aut-6778-RIPE|20060919|EXATEL||RIPE
@aut-6779-RIPE|20100701|Fujitsu AS||RIPE
@aut-6780-RIPE|19961004|Luftfartsverket Sverige||RIPE
@aut-6781-RIPE|19961007|Telecom Finland Oy||RIPE
@aut-6782-RIPE|19990121|the county net in Norrbotten Sweden||RIPE
@aut-6784-RIPE|20030108|MOL||RIPE
@aut-6785-RIPE|20090716|Cybercity A/S||RIPE
@aut-6786-RIPE|20100115|Cronon AG||RIPE
@aut-6787-RIPE|20050527|Strawberry EDV-Systeme (ehem. AGIX)||RIPE
@aut-679-RIPE|20021126|Vienna University of Technology||RIPE
@aut-6790-RIPE|20090112|GTS Hungary NET||RIPE
@aut-6791-RIPE|20100409|Aivanet Autonomous System||RIPE
@aut-6793-RIPE|20090515|Song Communications||RIPE
@aut-6794-RIPE|20091105|HRTNet||RIPE
@aut-6795-RIPE|20010327|PTT-Teleport Moscow||RIPE
@aut-6797-RIPE|20091120|Phonera Networks AB||RIPE
@aut-6798-RIPE|20080814|Net4You GmbH||RIPE
@aut-6799-RIPE|20100413|OTEnet S.A. Multiprotocol Backbone & ISP||RIPE
@aut-680-RIPE|20100928|DFN-IP service X-WiN||RIPE
@aut-6800-RIPE|20050204|Samara-Internet, Ltd||RIPE
@aut-6801-RIPE|20100127|Russian Research Centre "Kurchatov Institute"||RIPE
@aut-6802-RIPE|20091007|NREN - Bulgaria||RIPE
@aut-6803-RIPE|20060511|SWAN a.s.||RIPE
@aut-6804-RIPE|20010906|Acces et Solutions Internet - ASI||RIPE
@aut-6805-RIPE|20100812|Telefonica o2 Germany Autonomous System||RIPE
@aut-681-APNIC|20050329|The University of Waikato|NZ|APNIC
@aut-6812-RIPE|19970203|The Wild Wind Communications||RIPE
@aut-6813-RIPE|20020524|FLEXNET Autonomous System||RIPE
@aut-6814-RIPE|20090723|Tinet SpA||RIPE
@aut-6816-RIPE|20080619|Nationale Nederlanden||RIPE
@aut-6817-RIPE|20080619|ING foreign offices||RIPE
@aut-6818-RIPE|20011008|iPcenta UK Customer Network||RIPE
@aut-6820-RIPE|20100520|LEIVO Autonomous System,||RIPE
@aut-6822-RIPE|20090618|SuperOnline autonomous system||RIPE
@aut-6824-RIPE|20090423|Altercom N.V. Belgian IP Network||RIPE
@aut-6825-RIPE|19961111|Corsellis-Montford Group PLC||RIPE
@aut-6826-RIPE|19961111|Global One Dublin||RIPE
@aut-6827-RIPE|19990624|o.tel.o communications GmbH&Co||RIPE
@aut-6828-RIPE|20090909|Uralsviazinform||RIPE
@aut-6830-RIPE|20100709|Liberty Global Operations BV||RIPE
@aut-6832-RIPE|19961114|Swiss Telecom F+E||RIPE
@aut-6834-RIPE|20070330|KMD A/S Autonomous System||RIPE
@aut-6838-RIPE|20020225|The Flirble Internet Exchange||RIPE
@aut-6840-RIPE|19991106|THE BRAINWORK S.r.l. - Internet Service Provider||RIPE
@aut-6841-RIPE|20050822|BT-Infonet-Europe||RIPE
@aut-6842-RIPE|20020912|AUCS Communications Services v.o.f.||RIPE
@aut-6843-RIPE|19961202|RF Cryptosvyaz, Penza||RIPE
